,Review,date,Location,Translated,Address,Country,room_review,hotel_review,amenities_review,price_review,washroom_review,food_review,staff_review,Sentiment
5241,Nice quiet and comfy place to stay Various places to eat near this hotel and it was easy to get around My hubby and I purchased a $20 metro card each and we traveled by bus and subway for 3 days exploring mostly ManhattanSheila from Fort Lauderdale,2018-08-07,"Fort Lauderdale, Florida",Nice quiet and comfy place to stay Various places to eat near this hotel and it was easy to get around My hubby and I purchased a $20 metro card each and we traveled by bus and subway for 3 days exploring mostly ManhattanSheila from Fort Lauderdale,"Fort Lauderdale, Broward County, Florida, United States",United States,1,1,1,0,0,0,0,POSITIVE
5242,Clean the air vents were regulated well and great customer service,2018-08-07,,Clean the air vents were regulated well and great customer service,None,None,0,0,0,0,0,0,1,POSITIVE
5243,Great hotel,2018-08-07,,Great hotel,None,None,0,1,0,0,0,0,0,POSITIVE
5244,The friendliness of the staff and ease of checking in,2018-08-07,,The friendliness of the staff and ease of checking in,None,None,0,1,0,0,0,0,1,NEGATIVE
5245,poor service room wasnt cleaned dont even start with the pool,2018-08-07,irvine,poor service room wasnt cleaned dont even start with the pool,"Irvine, Orange County, California, United States",United States,1,0,0,0,0,0,1,NEGATIVE
5246,Our stay was great The employees were friendly and helpful The price was extremely reasonableThe room was clean as was the rest of the hotel,2018-08-07,,Our stay was great The employees were friendly and helpful The price was extremely reasonableThe room was clean as was the rest of the hotel,None,None,1,1,0,0,0,0,1,POSITIVE
5247,Pleasant courteous staff with exception of pushyimpatient housekeeper rushing me out of my room on the day of check out well before check out time of 1100am Other than that my experience was great,2018-08-07,Florida,Pleasant courteous staff with exception of pushyimpatient housekeeper rushing me out of my room on the day of check out well before check out time of 1100am Other than that my experience was great,"Florida, United States",United States,1,1,0,0,0,0,1,POSITIVE
5248,We had a great stay at this location ,2018-08-07,,We had a great stay at this location ,None,None,1,1,0,0,0,0,0,POSITIVE
5249,Very nice hotel,2018-08-06,NC,Very nice hotel,"North Carolina, United States",United States,0,1,0,0,0,0,0,POSITIVE
5250,This was a very decent hotel that is super close to the airport with convenient access to all freeways in San Jose The room is large and the bed was comfortable Flat screen HD tv is included Some very good restaurants are within a two block walk and the food at the on site restaurant is good,2018-08-06,,This was a very decent hotel that is super close to the airport with convenient access to all freeways in San Jose The room is large and the bed was comfortable Flat screen HD tv is included Some very good restaurants are within a two block walk and the food at the on site restaurant is good,None,None,1,1,0,0,0,1,0,POSITIVE
5251,Good price and great pool Staff was supper nice and very accommodating,2018-08-06,,Good price and great pool Staff was supper nice and very accommodating,None,None,0,0,0,0,0,0,0,POSITIVE
5252,This is not a good neighborhood There was nearby police activity on my first night I was told by a friend not to venture out so I didnt The place is a MOTEL not a hotel The rooms are located outside and you can see whenever someone walks by under the door and at the window The bathroom was old and dingy I felt like I needed shower shoes The place is clean but everything is very worn and old I rely on reviews to help determine where to stay but these reviews really let me down,2018-08-06,Bayview,This is not a good neighborhood There was nearby police activity on my first night I was told by a friend not to venture out so I didnt The place is a MOTEL not a hotel The rooms are located outside and you can see whenever someone walks by under the door and at the window The bathroom was old and dingy I felt like I needed shower shoes The place is clean but everything is very worn and old I rely on reviews to help determine where to stay but these reviews really let me down,"Bayview, Cameron County, Texas, United States",United States,1,1,0,0,1,0,0,NEGATIVE
5253,Great place near airport,2018-08-06,,Great place near airport,None,None,0,0,0,0,0,0,0,POSITIVE
5254,I like to thank jacki the front desk she was so precise about her work,2018-08-06,,I like to thank jacki the front desk she was so precise about her work,None,None,0,0,0,0,0,0,0,NEGATIVE
5255,Not the best place On the plus side it is easy and convenient to find and next to the Coyote Creek Trail which was nice for running in the morning On the negative side the hallway smelled like pot spots on the carpet not a comfortable bed Our room was on the freeway side of the hotel and it was noisy throughout the night There was a lot of noise from guests in the hallway as well Breakfast for us was included and it tasted good and had good service If it is not included in your booking it would be overpriced,2018-08-06,,Not the best place On the plus side it is easy and convenient to find and next to the Coyote Creek Trail which was nice for running in the morning On the negative side the hallway smelled like pot spots on the carpet not a comfortable bed Our room was on the freeway side of the hotel and it was noisy throughout the night There was a lot of noise from guests in the hallway as well Breakfast for us was included and it tasted good and had good service If it is not included in your booking it would be overpriced,None,None,1,1,0,0,0,1,1,POSITIVE
5256,Nice hotel but is in need some repairs Nice decor Friendly staff ,2018-08-06,,Nice hotel but is in need some repairs Nice decor Friendly staff ,None,None,0,1,0,0,0,0,1,POSITIVE
5257,청결하고 중위에 식당 편의점이 있어 좋앟네요,2018-08-06,,It's clean and there's a restaurant convenience store in the middle.,None,None,1,0,0,0,0,1,0,POSITIVE
5258,Convenient location for JFK friendly staff free street parking if a spot available cw $25 valet reasonable food and drink options available within walking distance mostly chains Rooms okno carpeting which is a positive for those with allergies etc Main issue was the SMELL The first room I was given reeked of stale cooking oil there is a kitchenette with a cook top clearly well used SmokeCO2 alarm also going off so I asked for a different room Second oneno alarm beeping but same stale cooking smell Stuck with this one but woke with the stench in my nostrils Not pleasant Also a callout to the mystery shower I have stayed in many hotels around the world but I just could not work out how to use it Took a nice bath instead but not really the point,2018-08-06,"Boston, MA",Convenient location for JFK friendly staff free street parking if a spot available cw $25 valet reasonable food and drink options available within walking distance mostly chains Rooms okno carpeting which is a positive for those with allergies etc Main issue was the SMELL The first room I was given reeked of stale cooking oil there is a kitchenette with a cook top clearly well used SmokeCO2 alarm also going off so I asked for a different room Second oneno alarm beeping but same stale cooking smell Stuck with this one but woke with the stench in my nostrils Not pleasant Also a callout to the mystery shower I have stayed in many hotels around the world but I just could not work out how to use it Took a nice bath instead but not really the point,"Boston, Suffolk County, Massachusetts, United States",United States,1,1,1,0,1,1,1,NEGATIVE
5259,Great location to walk to Disney Theme parks Lots of reasonably priced eateries within a block or two There is also a Walgreen and CVS Pharmacy right next to the hotel,2018-08-06,"San Jose, CA",Great location to walk to Disney Theme parks Lots of reasonably priced eateries within a block or two There is also a Walgreen and CVS Pharmacy right next to the hotel,"San Jose, Santa Clara County, California, 95113, United States",United States,0,1,1,0,0,0,0,POSITIVE
5260,I wasnt thrilled with the $20 per night parking fee and no real other option Rooms were on the smaller sidea bit cramped We had an issue with the air conditioning in the room We were cold when it was on and warm as soon as it clicked off Beds were comfortable Shower was good Sink in bathroom was very low pressure and poor design,2018-08-06,,I wasnt thrilled with the $20 per night parking fee and no real other option Rooms were on the smaller sidea bit cramped We had an issue with the air conditioning in the room We were cold when it was on and warm as soon as it clicked off Beds were comfortable Shower was good Sink in bathroom was very low pressure and poor design,None,None,1,0,1,1,1,0,0,NEGATIVE
5261,Nice place,2018-08-06,,Nice place,None,None,0,0,0,0,0,0,0,POSITIVE
5262,This hotel is directly on I driveHoweverif you get the right block its like being in Lush Oasis,2018-08-06,,This hotel is directly on I driveHoweverif you get the right block its like being in Lush Oasis,None,None,0,1,0,0,0,0,0,POSITIVE
5263,I have stayed at this resort before and again had an excellent visit It is beautifully laid out and in a perfect location Our reservation included the breakfast buffet which we looked forward to every day On Friday night there was a convention going on and I could not find parking anywhere near our room So I drove to the entrance and a very helpful and kind attendant led me to a parking area in his golf cart and then drove me back to our building He remembered me the next morning and knew exactly where my car was His friendly service is a testament to the way the hotel is run A big thank you to the Wyndham Resort for our staywell be back,2018-08-06,,I have stayed at this resort before and again had an excellent visit It is beautifully laid out and in a perfect location Our reservation included the breakfast buffet which we looked forward to every day On Friday night there was a convention going on and I could not find parking anywhere near our room So I drove to the entrance and a very helpful and kind attendant led me to a parking area in his golf cart and then drove me back to our building He remembered me the next morning and knew exactly where my car was His friendly service is a testament to the way the hotel is run A big thank you to the Wyndham Resort for our staywell be back,None,None,1,1,1,0,0,1,1,POSITIVE
5264,Good accommodation close to many attractions on Idrive resort fees maybe a little expensive so take them into account when booking but worth it for the pleasant surroundings and location,2018-08-06,UK,Good accommodation close to many attractions on Idrive resort fees maybe a little expensive so take them into account when booking but worth it for the pleasant surroundings and location,United Kingdom,United Kingdom,0,1,0,1,0,0,0,POSITIVE
5265,It was ok Place was a bit dated Hot tub jets were not working But it worked for the price and the free parking,2018-08-06,,It was ok Place was a bit dated Hot tub jets were not working But it worked for the price and the free parking,None,None,0,0,1,0,1,0,0,NEGATIVE
5266,Ac didn’t work very well the cleaning ladies came into the room at 930 while we were asleep in the bed wo clothes on,2018-08-06,,Ac didn’t work very well the cleaning ladies came into the room at 930 while we were asleep in the bed wo clothes on,None,None,1,0,0,0,0,0,0,NEGATIVE
5267,My fiancé and I booked this hotel for our anniversary and for the location When we arrived we were tacked on an $80 resort fee which was in the tiny tiny small print Breakfast was $16 per person We had to park on top of a hill in between trees due to an anime convention that weekend Illicit drug use by the pool and security did nothing We had blood stained comforter and house keeping didn’t do anything At the bar in the lobby the bartender added another dollar on top of what i tipped because their “policy” adds another dollar for manual tips added to a credit card receipt Called service and was rudely treated and transferred to a manager on a Sunday Obviously they aren’t there Called back and was yelled at and mistreated The worst experience I’ve ever had ,2018-08-06,,My fiancé and I booked this hotel for our anniversary and for the location When we arrived we were tacked on an $80 resort fee which was in the tiny tiny small print Breakfast was $16 per person We had to park on top of a hill in between trees due to an anime convention that weekend Illicit drug use by the pool and security did nothing We had blood stained comforter and house keeping didn’t do anything At the bar in the lobby the bartender added another dollar on top of what i tipped because their “policy” adds another dollar for manual tips added to a credit card receipt Called service and was rudely treated and transferred to a manager on a Sunday Obviously they aren’t there Called back and was yelled at and mistreated The worst experience I’ve ever had ,None,None,0,1,1,1,0,1,1,NEGATIVE
5268,We arrived at the Wyndham greeted by the valet asked if we needed help they directed me to the front desk they asked for my name found my reservation gave us our room key Great room nice and clean very comfortable I will be back here next year,2018-08-05,,We arrived at the Wyndham greeted by the valet asked if we needed help they directed me to the front desk they asked for my name found my reservation gave us our room key Great room nice and clean very comfortable I will be back here next year,None,None,1,0,0,0,0,0,0,NEGATIVE
5269,I liked the location close to the airport and free shuttle to San Jose But the AC didnt cool maybe the lack of freon in the system,2018-08-05,,I liked the location close to the airport and free shuttle to San Jose But the AC didnt cool maybe the lack of freon in the system,None,None,0,1,0,0,0,0,0,POSITIVE
5270,It was clean well kept up rooms really big poeple very nice good service,2018-08-05,San Jose CA,It was clean well kept up rooms really big poeple very nice good service,"San Jose, Santa Clara County, California, 95113, United States",United States,1,0,0,0,0,0,1,POSITIVE
5271,The room is quite good but the breakfast service is fairly bad even worse than 1 star hotel,2018-08-05,Seattle,The room is quite good but the breakfast service is fairly bad even worse than 1 star hotel,"Seattle, King County, Washington, United States",United States,1,1,0,0,0,1,1,POSITIVE
5272,住在这个酒店很愉悦！大堂非常温馨，很安静，有健身房和游泳池。房间很干净！值得推荐！,2018-08-05,,"It was a pleasure to live in this hotel! The lobby is very warm and quiet, with a gym and swimming pool. The room is very clean! Recommended!",None,None,1,1,0,0,0,1,0,POSITIVE
5273,It took way too long the day of when I called to confirm my reservation They treated it like it was something very out of the ordinary Arranging my late checkin was an extraordinary hassle Their computer system seems to be very slow and they struggled to do normal tasks,2018-08-05,San Jose,It took way too long the day of when I called to confirm my reservation They treated it like it was something very out of the ordinary Arranging my late checkin was an extraordinary hassle Their computer system seems to be very slow and they struggled to do normal tasks,"San Jose, Santa Clara County, California, 95113, United States",United States,0,0,0,0,0,0,0,NEGATIVE
5274,Dylan at the desk as well as everyone else up there July 1113th 2018 were amazing Dylan upgraded our room and got us a birthday cake We had 2 beds a sitting area with a couch and ottoman and little table which was awesome to have so much room They all gave us great recommendations and advise Customer service was fantastic The only thing Id change is the door handle in bathroom was broke and the tiled shower really could use an update or fix grout ,2018-08-05,,Dylan at the desk as well as everyone else up there July 1113th 2018 were amazing Dylan upgraded our room and got us a birthday cake We had 2 beds a sitting area with a couch and ottoman and little table which was awesome to have so much room They all gave us great recommendations and advise Customer service was fantastic The only thing Id change is the door handle in bathroom was broke and the tiled shower really could use an update or fix grout ,None,None,1,1,0,0,1,0,1,POSITIVE
5275,No free parking only street parking and hotel considers their own ,2018-08-05,,No free parking only street parking and hotel considers their own ,None,None,0,1,1,0,0,0,0,POSITIVE
5276,Daughter goes to St Johns University this hotel was close and convenient Lots of shopping and eating places in walking distance ,2018-08-05,,Daughter goes to St Johns University this hotel was close and convenient Lots of shopping and eating places in walking distance ,None,None,0,1,0,0,0,0,0,POSITIVE
5277,Challenging stay I arrived and the attendant was unable to answer my questions due to a language barrier the staff nearby attempted to answer my questions but appeared annoyed to help Upon arriving to my room my bed was not made Also as I was attempting to fall asleep the cleaning staff were extremely loud as they were cleaning rooms so I had to kindly go out of my room to ask them to keep it down to which they laughed and continued being loud My flight had been cancelled and I had dealt with a lot of annoying travel issues I simply wanted to come to a hotel and relax feel welcomed and safe that wasn’t my experience Every phone call I made to the front desk to ask for help with the room or the cleaning staff was never answered I actually had to call from my cell phone to the front desk to have someone answer Overall such a disappointment and tremendous lack of customer service,2018-08-05,"Fresh Meadows, New York",Challenging stay I arrived and the attendant was unable to answer my questions due to a language barrier the staff nearby attempted to answer my questions but appeared annoyed to help Upon arriving to my room my bed was not made Also as I was attempting to fall asleep the cleaning staff were extremely loud as they were cleaning rooms so I had to kindly go out of my room to ask them to keep it down to which they laughed and continued being loud My flight had been cancelled and I had dealt with a lot of annoying travel issues I simply wanted to come to a hotel and relax feel welcomed and safe that wasn’t my experience Every phone call I made to the front desk to ask for help with the room or the cleaning staff was never answered I actually had to call from my cell phone to the front desk to have someone answer Overall such a disappointment and tremendous lack of customer service,"Fresh Meadows, Queens, Queens County, New York, 11365, United States",United States,1,1,1,1,0,0,1,NEGATIVE
5278,Our hotel room was extremely humid and the bathroom was tiny We also could not find a parking spot anywhere We had to park in the valet spots at the front of the hotel which wasnt close to our room,2018-08-05,"Tampa, FL",Our hotel room was extremely humid and the bathroom was tiny We also could not find a parking spot anywhere We had to park in the valet spots at the front of the hotel which wasnt close to our room,"Tampa, Hillsborough County, Florida, United States",United States,1,1,1,0,1,0,0,NEGATIVE
5279,Great hotel good location Definitely would book again ,2018-08-05,,Great hotel good location Definitely would book again ,None,None,0,1,0,0,0,0,0,POSITIVE
5280,The air conditioning didn’t work properly and it was hot It was too late and I was too tired to deal with it It was not a comfortable night’s sleep and I really needed oneNo counter top space in bathroom sink areaBut hey the lobby is gorgeous Too bad some of that money wasn’t put into the rooms,2018-08-04,San Jose,The air conditioning didn’t work properly and it was hot It was too late and I was too tired to deal with it It was not a comfortable night’s sleep and I really needed oneNo counter top space in bathroom sink areaBut hey the lobby is gorgeous Too bad some of that money wasn’t put into the rooms,"San Jose, Santa Clara County, California, 95113, United States",United States,1,1,0,0,1,1,0,NEGATIVE
5281,This property on the outskirts of San Jose is readily accessible to Silicon Valley and beyond by several convenient freeway onramps The staff was extremely kind patient and helpful The televisions in the first two rooms I was assigned did not work The carpet was badly stained in the third room 249 where I decided nevertheless to remain The furnishings in all rooms are well past fullydepreciated a bit bangedup and oddly mismatched WiFi was spotty The pool and spa were welcome but could use a good scrub around the edges Clientele was varied from retired people to families to laborers Quiet neighborhood The restaurant across the parking lot offered good variety and quality,2018-08-04,,This property on the outskirts of San Jose is readily accessible to Silicon Valley and beyond by several convenient freeway onramps The staff was extremely kind patient and helpful The televisions in the first two rooms I was assigned did not work The carpet was badly stained in the third room 249 where I decided nevertheless to remain The furnishings in all rooms are well past fullydepreciated a bit bangedup and oddly mismatched WiFi was spotty The pool and spa were welcome but could use a good scrub around the edges Clientele was varied from retired people to families to laborers Quiet neighborhood The restaurant across the parking lot offered good variety and quality,None,None,1,1,1,0,0,1,1,POSITIVE
5282,Chic hotel with a terrible parking lot The room was nice and spacious would definitely stay again,2018-08-04,"San jose, California",Chic hotel with a terrible parking lot The room was nice and spacious would definitely stay again,"San Jose, Santa Clara County, California, 95113, United States",United States,1,1,1,0,0,0,0,POSITIVE
5283,The hotel was amazing Clean and everyone so nice Breakfast was awesome,2018-08-04,,The hotel was amazing Clean and everyone so nice Breakfast was awesome,None,None,0,1,0,0,0,0,0,POSITIVE
5284,The room was great clean spacious comfortable and stylish Rain showerhead in the bathroom free Kurig coffeetea bar in the room The hotel is within walking distance from Disneyland which made it super accessible after a late nightlong day of fun There’s tons of restaurants around it Easy access to the underground parking garage Friendly and helpful staff They even gave us a late check out which we greatly needed But my absolute favorite thing about it was the bed We had a king size bed that you just sunk into Probably one of the most comfortable beds I have ever slept in I wish I could have taken that bed home with meThey were doing some work to the entry way when we arrived but the sound didn’t bother us as our room was facing the opposite side My only complaint was that the hand held shower attachment leaked and didn’t work Other than that our stay was amazing,2018-08-04,New York,The room was great clean spacious comfortable and stylish Rain showerhead in the bathroom free Kurig coffeetea bar in the room The hotel is within walking distance from Disneyland which made it super accessible after a late nightlong day of fun There’s tons of restaurants around it Easy access to the underground parking garage Friendly and helpful staff They even gave us a late check out which we greatly needed But my absolute favorite thing about it was the bed We had a king size bed that you just sunk into Probably one of the most comfortable beds I have ever slept in I wish I could have taken that bed home with meThey were doing some work to the entry way when we arrived but the sound didn’t bother us as our room was facing the opposite side My only complaint was that the hand held shower attachment leaked and didn’t work Other than that our stay was amazing,"New York, United States",United States,1,1,1,1,1,1,1,POSITIVE
5285,Unfortunately my building was right next to a WaWa so it stayed fairly noisy at night,2018-08-04,,Unfortunately my building was right next to a WaWa so it stayed fairly noisy at night,None,None,1,1,0,0,0,0,0,NEGATIVE
5286,Durch unsere späte Ankunft in Orlando hatten wir diese Hotel für eine Nacht gebucht ,2018-08-04,,Due to our late arrival in Orlando we had booked this hotel for one night,None,None,0,1,0,0,0,0,0,NEGATIVE
5287,Everything was great Great location comfy beds great pools very clean Highly recommended,2018-08-03,,Everything was great Great location comfy beds great pools very clean Highly recommended,None,None,1,1,1,0,0,0,0,POSITIVE
5288,Great place to stay great service close to airport and all major attractions 2nd time visiting and we will go back Only disappointment was the $22day hotel parking fee that they conveniently do not mention during checkin Didn’t see this during booking the trip had to look through several links after the fact to find Would of been nice to know before we received over $100 bill under our door on the last day just for parking,2018-08-03,,Great place to stay great service close to airport and all major attractions 2nd time visiting and we will go back Only disappointment was the $22day hotel parking fee that they conveniently do not mention during checkin Didn’t see this during booking the trip had to look through several links after the fact to find Would of been nice to know before we received over $100 bill under our door on the last day just for parking,None,None,1,1,1,1,0,0,1,POSITIVE
5289,Never found the coffee pot in the lobby with fresh coffee,2018-08-03,,Never found the coffee pot in the lobby with fresh coffee,None,None,0,1,0,1,0,1,0,POSITIVE
5290,Room was terrible had a smell the air conditioner didn’t work sink got plugged up bed was hard everything in the room was out dated not what we expected,2018-08-03,,Room was terrible had a smell the air conditioner didn’t work sink got plugged up bed was hard everything in the room was out dated not what we expected,None,None,1,0,0,0,0,1,0,NEGATIVE
5291,Rooms were updated and comfortable quite lobby and pool area very nice Staff was friendly and check in and out were fast,2018-08-03,"Reno, NV",Rooms were updated and comfortable quite lobby and pool area very nice Staff was friendly and check in and out were fast,"Reno, Washoe County, Nevada, United States",United States,0,1,0,0,0,1,1,POSITIVE
5292,it was a nice hotel only spent the night since we were driving through,2018-08-03,California,it was a nice hotel only spent the night since we were driving through,"California, United States",United States,0,1,0,0,0,0,0,POSITIVE
5293,In diesem Hotel finden am WE Hochzeitsfeiern im Saal statt Die Zimmer direkt darüber vibrierten durch den Bass der Musikboxen so dass an schlafen nicht zu denken war Trotz Beschwerde an der Rezeption mussten wir trotz Müdigkeit bis 2300 Uhr durchhalten ehe an schlafen zu denken war Danach war noch bis weit nach Mitternacht lautes Feiern im Gang vor den Hotelzimmern zu hören Wenigstens bekamen wir am nächsten Tag beim Checkout noch einen Preisnachlass vom Hotel Trotzdem würden wir hier nicht mehr übernachten,2018-08-03,,"In this hotel, wedding celebrations take place in the hall on the WE The rooms directly above vibrated through the bass of the jukeboxes so that sleeping was out of the question until well after midnight loud partying could be heard in the corridor in front of the hotel rooms",None,None,1,1,0,0,0,0,0,NEGATIVE
5294,Always great except for the pot smell on the second floor discusting,2018-08-03,,Always great except for the pot smell on the second floor discusting,None,None,0,0,0,0,0,1,0,POSITIVE
5295,Family room was the perfect fit for my family The bathroom was also big enough and worked out well Really enjoyed the shower,2018-08-03,Lee's Summit,Family room was the perfect fit for my family The bathroom was also big enough and worked out well Really enjoyed the shower,"Lee's Summit, Jackson County, Missouri, United States",United States,1,0,0,0,1,0,0,POSITIVE
5296,Affordable and free parking Would have hoped for an offered breakfast,2018-08-03,,Affordable and free parking Would have hoped for an offered breakfast,None,None,0,0,1,0,0,1,0,POSITIVE
5297,The room felt damp a drery,2018-08-03,,The room felt damp a drery,None,None,1,0,0,0,0,0,0,POSITIVE
5298,The customer service cleanliness location and amenities offered were great The resort fees plus per night parking was a a bit high considering we were only able to take advantage of the onsight amenities twice in a sixnight stay,2018-08-02,"Toronto Area, Ontario, Canada",The customer service cleanliness location and amenities offered were great The resort fees plus per night parking was a a bit high considering we were only able to take advantage of the onsight amenities twice in a sixnight stay,"Greater Toronto Area Immigration Holding Centre, 385, Rexdale Boulevard, Highfield, West Humber-Clairville, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9W 1R9, Canada",Canada,1,1,1,1,0,0,1,POSITIVE
5299,prima hotel voor een vakantie in de Disneyregio Goede bedden mooie zwembaden,2018-08-02,,great hotel for a holiday in the Disney region Good beds nice pools,None,None,1,1,1,0,0,0,0,POSITIVE
5300,The HVAC unit was extremely loud to where I had trouble sleeping it also would not get the room any lower than 70 and when I mentioned it to the night front desk clerk all he could do was laugh I said to him you laugh but you arent the one in there trying to sleep I will never stay at that property again,2018-08-02,,The HVAC unit was extremely loud to where I had trouble sleeping it also would not get the room any lower than 70 and when I mentioned it to the night front desk clerk all he could do was laugh I said to him you laugh but you arent the one in there trying to sleep I will never stay at that property again,None,None,1,1,0,0,0,0,0,NEGATIVE
5301,Room was clean but smelled and needed to be aired out I was too tired to ask for a different room,2018-08-02,,Room was clean but smelled and needed to be aired out I was too tired to ask for a different room,None,None,1,0,0,0,0,1,0,NEGATIVE
5302,Pros super comfy beds and pillows Oscar at the front counter was very helpful and welcoming upon arrival They were accommodating for an early arrival and a late check in Cons the cleanliness was not the best particularly in the room There was a cockroach in the pool they might be normal to some people but not me,2018-08-02,,Pros super comfy beds and pillows Oscar at the front counter was very helpful and welcoming upon arrival They were accommodating for an early arrival and a late check in Cons the cleanliness was not the best particularly in the room There was a cockroach in the pool they might be normal to some people but not me,None,None,1,0,0,0,0,0,0,POSITIVE
5303,Very clean very nice staff and awesome location They allowed us to leave our parked car in the garage while we enjoyed Disneyland as well Would stay there again in a heartbeat,2018-08-02,CT,Very clean very nice staff and awesome location They allowed us to leave our parked car in the garage while we enjoyed Disneyland as well Would stay there again in a heartbeat,"Connecticut, United States",United States,1,1,1,0,0,0,1,POSITIVE
5304,Room smelled like mildew loud hallways parking was terrible ,2018-08-02,,Room smelled like mildew loud hallways parking was terrible ,None,None,0,0,1,0,0,1,0,NEGATIVE
5305,Staff extremely friendly and helpful and must give a special mention about Charmine who we dealt with on checkin She ensured we had a fantastic stay Loved the location as extremely central The Tick Toc diner served us well during our stay particularly as we had one of our…,2018-12-01,,Staff extremely friendly and helpful and must give a special mention about Charmine who we dealt with on checkin She ensured we had a fantastic stay Loved the location as extremely central The Tick Toc diner served us well during our stay particularly as we had one of our…,None,None,1,1,0,0,0,0,1,POSITIVE
5306,We stay at The New Yorker Hotel every year on the night before Thanksgiving were in the Macys Thanksgiving Day Parade The location is perfect for our needs and its a terrific value for the three of us This year we stayed in the Nikola Tesla room just for fun …,2018-12-01,,We stay at The New Yorker Hotel every year on the night before Thanksgiving were in the Macys Thanksgiving Day Parade The location is perfect for our needs and its a terrific value for the three of us This year we stayed in the Nikola Tesla room just for fun …,None,None,1,1,0,0,0,0,0,POSITIVE
5307,For the 2nd year in a row my client has booked us into this spectacular vintage property Completed in 1929 the Art Deco feel is there throughout the hotel Comfortable cozy rooms with superstrong hot water pressure and easy to use heatingAC I wanted to extend my stay…,2018-12-01,,For the 2nd year in a row my client has booked us into this spectacular vintage property Completed in 1929 the Art Deco feel is there throughout the hotel Comfortable cozy rooms with superstrong hot water pressure and easy to use heatingAC I wanted to extend my stay…,None,None,1,1,0,1,0,0,0,NEGATIVE
5308,The staff was friendly the rooms were clean and spacious and everything we needed was with a short walk The view from our room was amazing and the breakfast in the morning was great You can’t go wrong with the New Yorker I will definitely stay again,2018-12-01,,The staff was friendly the rooms were clean and spacious and everything we needed was with a short walk The view from our room was amazing and the breakfast in the morning was great You can’t go wrong with the New Yorker I will definitely stay again,None,None,1,1,0,0,0,1,1,POSITIVE
5309,GREAT My chicken was fast and efficient The check in staff and concierge were outstanding great service My room is a little small but I’m 6’4” so most rooms are small The bed was very comfortable I have a slight problem with my television which was quickly repaired,2018-11-01,,GREAT My chicken was fast and efficient The check in staff and concierge were outstanding great service My room is a little small but I’m 6’4” so most rooms are small The bed was very comfortable I have a slight problem with my television which was quickly repaired,None,None,1,1,0,0,0,0,1,POSITIVE
5310,I traveled to NYC with my family during Thanksgiving to see the Macys parade and visit some of the sights I was very happy with the New Yorker The staff was very courteous and accommodating during a very busy time We had a corner view room on an upper story and the Empire…,2018-12-01,,I traveled to NYC with my family during Thanksgiving to see the Macys parade and visit some of the sights I was very happy with the New Yorker The staff was very courteous and accommodating during a very busy time We had a corner view room on an upper story and the Empire…,None,None,1,1,0,0,0,0,1,POSITIVE
5311,I was so happy with our stay at The New Yorker You can’t beat the location The staff was amazing and having the 3 dining options in the hotel is great The diner offers just about anything you’re in the mood for The subway is located just outside of the hotel and Madison…,2018-12-01,,I was so happy with our stay at The New Yorker You can’t beat the location The staff was amazing and having the 3 dining options in the hotel is great The diner offers just about anything you’re in the mood for The subway is located just outside of the hotel and Madison…,None,None,1,1,0,0,0,0,1,POSITIVE
5312,Upon check in we were met with pretty unhappy staff Nobody seemed very happy There was no offer of assistance to get the luggage to the room The door man who you would think would help you get a cab was not very helpful either Every time in was faster to request another…,2018-12-01,,Upon check in we were met with pretty unhappy staff Nobody seemed very happy There was no offer of assistance to get the luggage to the room The door man who you would think would help you get a cab was not very helpful either Every time in was faster to request another…,None,None,1,1,0,0,0,0,1,NEGATIVE
5313,The hotel is clean the staff is great the price is reasonable for Manattan and the amenities are complete I use the subway as much as possible when in Manhattan and the New Yorker is within a few yards of 3 subway lines and within a five or six minute walk of 11 more …,2018-12-01,,The hotel is clean the staff is great the price is reasonable for Manattan and the amenities are complete I use the subway as much as possible when in Manhattan and the New Yorker is within a few yards of 3 subway lines and within a five or six minute walk of 11 more …,None,None,1,1,1,0,0,0,1,POSITIVE
5314,Each year when we go to see the Macy’s Thanksgiving Day parade in the Hersld Square area we stay at tha Wyndham New Yorker Perfect location excellent security and hotel services and most appreciated—indoor access to the Tick Tock Diner a place that offers quality meals…,2018-12-01,,Each year when we go to see the Macy’s Thanksgiving Day parade in the Hersld Square area we stay at tha Wyndham New Yorker Perfect location excellent security and hotel services and most appreciated—indoor access to the Tick Tock Diner a place that offers quality meals…,None,None,1,1,0,0,0,0,1,POSITIVE
5315,We spent a week here celebrating my wifes birthday in NYC and this hotel was an excellent choice Perfectly located to arrive from JFK Airport and to do our daily tips Penn station and the subway is at the corner Madison Square Garden is next door came very handy when we…,2018-12-01,,We spent a week here celebrating my wifes birthday in NYC and this hotel was an excellent choice Perfectly located to arrive from JFK Airport and to do our daily tips Penn station and the subway is at the corner Madison Square Garden is next door came very handy when we…,None,None,1,1,0,0,0,0,0,POSITIVE
5316,Booked a last minute trip to NY with my daughter in law and 3 month granddaughter We actually struggled to find many hotels that would accommodate 2 adults and a baby as we wanted 2 beds and a crib Booked a Deluxe double 824 at the New Yorker and couldn’t have been happier …,2018-12-01,,Booked a last minute trip to NY with my daughter in law and 3 month granddaughter We actually struggled to find many hotels that would accommodate 2 adults and a baby as we wanted 2 beds and a crib Booked a Deluxe double 824 at the New Yorker and couldn’t have been happier …,None,None,1,1,0,0,0,0,0,POSITIVE
